Epoch,Train_Loss,Val_Loss,Val_IoU,LR,Time
1,0.9390222132205963,0.4708575254136866,0.09493427514666464,0.001,36.95747256278992
2,0.7204738408327103,0.3674313263459639,0.18482474801017018,0.001,35.056164503097534
3,0.6183394549621476,0.36908796565099194,0.17814284235965916,0.001,35.12576198577881
4,0.5508945340083705,0.32997569848190655,0.2023521669027282,0.001,34.89542579650879
5,0.5098444045417838,0.31252441758459265,0.23518617651084575,0.001,34.79118990898132
6,0.48481816094782615,0.3438385481184179,0.1999380735714414,0.001,35.625794410705566
7,0.45865487100349533,0.3265299471941861,0.20707601436027667,0.001,35.43837785720825
8,0.44044670628176796,0.3105812221765518,0.23408243605276433,0.001,35.36199331283569
9,0.42331063333484864,0.2912244430997155,0.2634510041736975,0.001,35.86910533905029
10,0.4205370160440604,0.2710704817013307,0.3034159977261613,0.001,36.3921959400177
11,0.4067608420219686,0.30805870213291864,0.25385846342982316,0.001,34.704641819000244
12,0.39856109271446866,0.3229540220715783,0.22324111076389871,0.001,34.60748028755188
13,0.3844801646967729,0.29089421846649866,0.2666489053063276,0.001,35.428226470947266
14,0.37509992387559676,0.29095412384379993,0.27263226432771215,0.001,34.76220178604126
15,0.3619345782531632,0.3208131072196094,0.23792668438811854,0.001,34.70134449005127
16,0.3500604670908716,0.27547948401082645,0.30039698703259954,0.0009000000000000001,34.61471652984619
17,0.3336939836541812,0.30139056322249497,0.26777379451001565,0.0009000000000000001,34.396074533462524
18,0.3233346078130934,0.30542976476929407,0.24924019197138345,0.0009000000000000001,38.407331705093384
19,0.3204413217802842,0.28292327983812854,0.2903293692847578,0.0009000000000000001,38.67545223236084
20,0.3108189716521237,0.2944983474232934,0.28763924684466385,0.0009000000000000001,34.85128927230835
21,0.3031883334947957,0.2926747582175515,0.2810514959983709,0.0009000000000000001,34.308321952819824
22,0.29467332777049804,0.3050971959124912,0.2732383585194262,0.0008100000000000001,34.41752314567566
23,0.2891483818077379,0.294913992963054,0.2853563660528602,0.0008100000000000001,34.194157123565674
24,0.28113077849977547,0.28726333515210584,0.2914873125349603,0.0008100000000000001,35.3004264831543
25,0.27624127496447826,0.29591584679755295,0.28337156082071907,0.0008100000000000001,35.95868110656738
26,0.2704123194432921,0.2971871556206183,0.28449417396289545,0.0008100000000000001,34.86996674537659
27,0.2668145007143418,0.28551637719977985,0.2911855391249424,0.0008100000000000001,34.51573324203491
28,0.2644432725177871,0.3118752498518337,0.2577011392610829,0.000729,34.47137975692749
29,0.25659313011500573,0.3062668632377278,0.2741798667646036,0.000729,35.15492486953735
30,0.25028537813987994,0.3000328947197307,0.28133433911858535,0.000729,35.73278570175171
31,0.2517894336746799,0.29984365132721985,0.2794501861421073,0.000729,36.367708683013916
32,0.244387310412195,0.31559132039546967,0.25918184111757975,0.000729,35.32287788391113
33,0.24160494179361397,0.2893020673231645,0.2975748530248316,0.000729,34.032145977020264
34,0.2452273526125484,0.2870533689856529,0.29777522585014016,0.0006561000000000001,35.03928065299988
35,0.24277853200005162,0.3175492198629813,0.25962761698699577,0.0006561000000000001,35.769140005111694
36,0.23553299407164255,0.3148405504497615,0.25616978254260087,0.0006561000000000001,36.88318061828613
37,0.22958899413545927,0.2818514799529856,0.3106114917048594,0.0006561000000000001,37.414491415023804
38,0.23102069170110756,0.3035091276873242,0.27819298952817917,0.0006561000000000001,34.94786620140076
39,0.2302630910029014,0.2953451987017285,0.29160452634096146,0.0006561000000000001,36.34754514694214
40,0.22639697872930103,0.29843350838531146,0.2892779395347688,0.00059049,37.65893220901489
41,0.22546062701278263,0.2883627103133635,0.30282075757660515,0.00059049,35.881680965423584
42,0.2209225528770023,0.2993441996249286,0.29065627786444453,0.00059049,34.580955028533936
43,0.21681199885076946,0.2844381874257868,0.3095424415134802,0.00059049,34.82571268081665
44,0.21406404632661077,0.2922197526151484,0.30339858753652105,0.00059049,34.99221181869507
45,0.21511813522213036,0.29639042575250973,0.2909906521984717,0.00059049,35.361260175704956
46,0.211467776240574,0.2893648553978313,0.2957977899690954,0.000531441,38.42442750930786
47,0.21177699065042865,0.2888808771967888,0.30355325704667624,0.000531441,36.36439371109009
48,0.2080748544798957,0.28416194224899466,0.30726895027044343,0.000531441,34.60088634490967
49,0.2069438226107094,0.28791834143075073,0.3017369748615637,0.000531441,35.54655432701111
50,0.20496339371634853,0.30133073099634866,0.29164961507407633,0.000531441,34.75774359703064
