Epoch,Train_Loss,Val_Loss,Val_IoU,LR,Time
1,0.9338467154237959,0.5102661739696156,0.0659840311400774,0.001,35.593632221221924
2,0.7402229251133071,0.379662272605029,0.15861662832281062,0.001,34.88763761520386
3,0.6221018392178748,0.3942918533628637,0.1564255589392127,0.001,35.999770641326904
4,0.5552239687078528,0.31751817193898285,0.2189382032600998,0.001,36.30210781097412
5,0.5210674251947138,0.3499648936770179,0.19092388320925963,0.001,34.875993490219116
6,0.49055246139566105,0.3215285702185197,0.2376447503523129,0.001,34.81022334098816
7,0.46905363558067215,0.28129986741326074,0.2754527348570707,0.001,35.338794231414795
8,0.44227803705467117,0.3009043268182061,0.27028589205044073,0.001,30.311266899108887
9,0.43303464063339764,0.296131585131992,0.2734618721211829,0.001,29.382326126098633
10,0.4175290986895561,0.2993721298196099,0.27028225633691816,0.001,29.64243793487549
11,0.4081484613319238,0.2917962656779723,0.270541785122277,0.001,29.39025330543518
12,0.388778659204642,0.29865467616102914,0.2607207314534038,0.001,29.546144723892212
13,0.38448239614566165,0.3017422705888748,0.26314744280605784,0.0009000000000000001,29.61111330986023
14,0.3683784306049347,0.29897986216978595,0.2817602673681771,0.0009000000000000001,29.665058851242065
15,0.3568275256289376,0.2853829278187318,0.302322626659056,0.0009000000000000001,29.1507511138916
16,0.3413426031668981,0.30247975953600625,0.27213774875896735,0.0009000000000000001,29.57148265838623
17,0.33765146219068104,0.2996017357165163,0.27679245201189345,0.0009000000000000001,29.35759663581848
18,0.32986292905277675,0.2983512553301724,0.28328934866117267,0.0009000000000000001,29.72074270248413
19,0.324762684189611,0.28177982704205945,0.28902491963491206,0.0008100000000000001,29.57707190513611
20,0.31457601694597137,0.3008589737794616,0.2854419838091949,0.0008100000000000001,29.56441855430603
21,0.3080129838652081,0.2989574040878903,0.2812680096433657,0.0008100000000000001,29.611765384674072
22,0.3019732640435298,0.28543928401036694,0.2956792732200971,0.0008100000000000001,29.531603813171387
23,0.29507433705859715,0.30887350033630023,0.2687137819622166,0.0008100000000000001,29.40031361579895
24,0.2900001425296068,0.3051771203225309,0.27675160738389665,0.0008100000000000001,29.409388542175293
25,0.28330367389652467,0.2894103648987683,0.28561861640432984,0.000729,29.56485366821289
26,0.27787511837151313,0.29359035193920135,0.2934414416369868,0.000729,29.621318578720093
27,0.27601905994945103,0.2936795794151046,0.2931498194613108,0.000729,29.587963819503784
28,0.267789323710733,0.2971777624704621,0.28444490718041976,0.000729,29.59551215171814
29,0.26214479013449615,0.29687263748862525,0.2986590777773683,0.000729,29.36476969718933
30,0.26549913672109443,0.30434596606276254,0.28501575894472075,0.000729,29.65522289276123
31,0.258914432177941,0.3006183044476943,0.29104115486871907,0.0006561000000000001,29.54487419128418
32,0.25733885251813465,0.2951757582751187,0.29502623637275,0.0006561000000000001,29.528656721115112
33,0.256240996842583,0.28936347229914233,0.3026510013661893,0.0006561000000000001,29.544296264648438
34,0.255887468241983,0.2977567132223736,0.30470113056461984,0.0006561000000000001,29.622348070144653
35,0.255315650254488,0.2975360642779957,0.2798751796164164,0.0006561000000000001,29.4809353351593
36,0.25177292712032795,0.3031922477212819,0.28121080213095107,0.0006561000000000001,30.076576232910156
37,0.2438091579824686,0.28315344926985825,0.3035058307393295,0.00059049,29.352701663970947
38,0.2386224880400631,0.2948947860436006,0.2910525142783072,0.00059049,29.20690679550171
39,0.23982985048658317,0.28109060498801147,0.3148869992029376,0.00059049,29.264357566833496
40,0.23717202577326033,0.2899679263884371,0.30116692812341017,0.00059049,29.318737506866455
41,0.23207583837211132,0.28888245536522433,0.30315285216926074,0.00059049,29.181143522262573
42,0.23105623262623945,0.2905874401330948,0.2983583588062263,0.00059049,29.1942777633667
43,0.23039192209641138,0.29420758377421985,0.2971077982972308,0.00059049,29.209083557128906
44,0.22938406032820544,0.29005570032379846,0.2987578067837692,0.00059049,29.205341815948486
45,0.2266890305197901,0.2896434407342564,0.3121856833558257,0.000531441,29.1548593044281
46,0.2224600859400299,0.2895315018567172,0.30149615537829516,0.000531441,29.627660512924194
47,0.21826915401551458,0.3006691445003856,0.2974732513653069,0.000531441,30.49453043937683
48,0.21815130445692274,0.2835639092055234,0.31101190316967847,0.000531441,35.953537702560425
49,0.21616201599438986,0.29813196510076523,0.2924741670125868,0.000531441,29.64965558052063
50,0.21617035298711723,0.29588019712404773,0.2969829505536614,0.000531441,30.59018564224243
